engine,rows,metric,unit,round_1,round_2,round_3,median,min,max
sqlite,10000,point_p95_ms,毫秒,0.020700041204690933,0.03600027412176132,0.022700056433677673,0.022700056433677673,0.020700041204690933,0.03600027412176132
sqlite,10000,point_p99_ms,毫秒,0.07109995931386948,0.08819997310638428,0.07469998672604561,0.07469998672604561,0.07109995931386948,0.08819997310638428
sqlite,10000,range_ms,毫秒,0.04390021786093712,0.05050003528594971,0.04390021786093712,0.04390021786093712,0.04390021786093712,0.05050003528594971
sqlite,10000,aggregate_ms,毫秒,0.2699997276067734,0.29479991644620895,0.2802000381052494,0.2802000381052494,0.2699997276067734,0.29479991644620895
sqlite,10000,insert_cpu_s,CPU秒,0.03125,0.03125,0.046875,0.03125,0.03125,0.046875
sqlite,10000,update_cpu_s,CPU秒,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
sqlite,10000,cpu_s,CPU秒,0.078125,0.078125,0.09375,0.078125,0.078125,0.09375
sqlite,10000,cpu_core_pct,%,82.65717568042886,82.46313854970269,105.0196595561073,82.65717568042886,82.46313854970269,105.0196595561073
sqlite,10000,rss_mib,MiB,30.24609375,30.3359375,30.2578125,30.2578125,30.24609375,30.3359375
sqlite,10000,private_mib,MiB,20.2109375,20.31640625,20.31640625,20.31640625,20.2109375,20.31640625
sqlite,10000,empty_mib,MiB,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625
sqlite,10000,insert_disk_mib,MiB,1.8622360229492188,1.8622360229492188,1.8622360229492188,1.8622360229492188,1.8622360229492188,1.8622360229492188
